batch_id,batch_size,Timestamp,model,task,conditions,gpu,wall_time_batch,wall_time_task,output_file_name,entity_id
6eeaa0e5-6276-402b-a203-b5932ca04aa7,5,2024-02-15 04:53:03.741865,protein_generator,all_atom_pdb_generation,length = 14,T4 GPU,74.22040033340454 Seconds,14.844080066680908 Seconds (inferred),proteingenerator_len14_6521fcdf-f1d6-44b6-98ea-4274754eefd8.pdb,6521fcdf-f1d6-44b6-98ea-4274754eefd8
6eeaa0e5-6276-402b-a203-b5932ca04aa7,5,2024-02-15 04:53:03.741865,protein_generator,all_atom_pdb_generation,length = 14,T4 GPU,74.22040033340454 Seconds,14.844080066680908 Seconds (inferred),proteingenerator_len14_c609abcd-00d4-44cf-bc59-da7baaba239c.pdb,c609abcd-00d4-44cf-bc59-da7baaba239c
6eeaa0e5-6276-402b-a203-b5932ca04aa7,5,2024-02-15 04:53:03.741865,protein_generator,all_atom_pdb_generation,length = 14,T4 GPU,74.22040033340454 Seconds,14.844080066680908 Seconds (inferred),proteingenerator_len14_b8d69676-5922-4bd2-9a5e-10bc216c6360.pdb,b8d69676-5922-4bd2-9a5e-10bc216c6360
6eeaa0e5-6276-402b-a203-b5932ca04aa7,5,2024-02-15 04:53:03.741865,protein_generator,all_atom_pdb_generation,length = 14,T4 GPU,74.22040033340454 Seconds,14.844080066680908 Seconds (inferred),proteingenerator_len14_12f69035-5ff9-4bc6-99c5-f85f777cf529.pdb,12f69035-5ff9-4bc6-99c5-f85f777cf529
6eeaa0e5-6276-402b-a203-b5932ca04aa7,5,2024-02-15 04:53:03.741865,protein_generator,all_atom_pdb_generation,length = 14,T4 GPU,74.22040033340454 Seconds,14.844080066680908 Seconds (inferred),proteingenerator_len14_77dcb93c-51de-4a25-af86-abbb8e5f3db8.pdb,77dcb93c-51de-4a25-af86-abbb8e5f3db8
144985af-7016-4672-8a0c-d031c7ef2e67,2,2024-02-15 04:54:18.101592,protein_generator,all_atom_pdb_generation,length = 15,T4 GPU,34.31820726394653 Seconds,17.159103631973267 Seconds (inferred),proteingenerator_len15_0546c6f5-9a23-4ed2-8a1e-36b761675b66.pdb,0546c6f5-9a23-4ed2-8a1e-36b761675b66
144985af-7016-4672-8a0c-d031c7ef2e67,2,2024-02-15 04:54:18.101592,protein_generator,all_atom_pdb_generation,length = 15,T4 GPU,34.31820726394653 Seconds,17.159103631973267 Seconds (inferred),proteingenerator_len15_33fa09b8-d592-4fd5-bf05-811c7d3d58fb.pdb,33fa09b8-d592-4fd5-bf05-811c7d3d58fb
cced71ac-caa7-4026-955d-d46bcad8f9a9,4,2024-02-15 04:54:52.566802,protein_generator,all_atom_pdb_generation,length = 16,T4 GPU,53.58386015892029 Seconds,13.395965039730072 Seconds (inferred),proteingenerator_len16_648b97e7-1b9d-4783-a48d-0221b9d23955.pdb,648b97e7-1b9d-4783-a48d-0221b9d23955
cced71ac-caa7-4026-955d-d46bcad8f9a9,4,2024-02-15 04:54:52.566802,protein_generator,all_atom_pdb_generation,length = 16,T4 GPU,53.58386015892029 Seconds,13.395965039730072 Seconds (inferred),proteingenerator_len16_0cbed5f2-6b0b-43ed-8ff6-4fd38a475808.pdb,0cbed5f2-6b0b-43ed-8ff6-4fd38a475808
cced71ac-caa7-4026-955d-d46bcad8f9a9,4,2024-02-15 04:54:52.566802,protein_generator,all_atom_pdb_generation,length = 16,T4 GPU,53.58386015892029 Seconds,13.395965039730072 Seconds (inferred),proteingenerator_len16_01243a73-c5b4-4647-9792-0be0a4226792.pdb,01243a73-c5b4-4647-9792-0be0a4226792
