batch_id,batch_size,Timestamp,model,task,conditions,gpu,wall_time_batch,wall_time_task,entity_id,output_file_name
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),75994a94-ffcf-4967-b023-fbf2d1799cdb,proteingenerator_tev_struct_75994a94-ffcf-4967-b023-fbf2d1799cdb.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),3bc17aaa-ab42-4a3f-bfbf-657a0312dfbb,proteingenerator_tev_struct_3bc17aaa-ab42-4a3f-bfbf-657a0312dfbb.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),054b0a84-c564-4362-b2c4-cd58e934b947,proteingenerator_tev_struct_054b0a84-c564-4362-b2c4-cd58e934b947.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),16d5668d-a087-4bac-8021-2344386f19cd,proteingenerator_tev_struct_16d5668d-a087-4bac-8021-2344386f19cd.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),7166926e-a363-4957-9558-f35cfdd8a413,proteingenerator_tev_struct_7166926e-a363-4957-9558-f35cfdd8a413.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),0f6ded83-4b37-4f40-8a0f-857bce60f101,proteingenerator_tev_struct_0f6ded83-4b37-4f40-8a0f-857bce60f101.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),16d98a0d-abf8-4e63-866f-d58f34232d6a,proteingenerator_tev_struct_16d98a0d-abf8-4e63-866f-d58f34232d6a.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),cb66fb8c-37da-4412-baa7-6c38c729dd0c,proteingenerator_tev_struct_cb66fb8c-37da-4412-baa7-6c38c729dd0c.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),026ed339-7745-4cfb-8ff9-4045c613ec83,proteingenerator_tev_struct_026ed339-7745-4cfb-8ff9-4045c613ec83.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),05141e60-492f-4e2e-8e49-7618b36a9377,proteingenerator_tev_struct_05141e60-492f-4e2e-8e49-7618b36a9377.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),31c24d6e-9512-4b82-8d34-98b450e95252,proteingenerator_tev_struct_31c24d6e-9512-4b82-8d34-98b450e95252.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),d5e40c08-76df-4d96-94d8-06dee935dec0,proteingenerator_tev_struct_d5e40c08-76df-4d96-94d8-06dee935dec0.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),8982a56b-57e9-4153-9049-1bde822a9ab4,proteingenerator_tev_struct_8982a56b-57e9-4153-9049-1bde822a9ab4.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),64718131-eac4-4c83-9276-8a25e4a61027,proteingenerator_tev_struct_64718131-eac4-4c83-9276-8a25e4a61027.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),10f78aab-9e39-4437-a0be-298f224492c5,proteingenerator_tev_struct_10f78aab-9e39-4437-a0be-298f224492c5.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),1fc7ed60-7cfd-4c0d-a98b-066702481488,proteingenerator_tev_struct_1fc7ed60-7cfd-4c0d-a98b-066702481488.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),f5d4cfe1-41a3-4fc2-b360-a05187a8f023,proteingenerator_tev_struct_f5d4cfe1-41a3-4fc2-b360-a05187a8f023.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),7df1220b-c2e5-424b-85e4-a441fda70c91,proteingenerator_tev_struct_7df1220b-c2e5-424b-85e4-a441fda70c91.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),85ac4233-733d-4933-a465-696f605f184a,proteingenerator_tev_struct_85ac4233-733d-4933-a465-696f605f184a.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),0ab32e88-8b9e-490a-be9e-6fa22126ef01,proteingenerator_tev_struct_0ab32e88-8b9e-490a-be9e-6fa22126ef01.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),be90c989-263d-4392-8c94-9c4caeb698bd,proteingenerator_tev_struct_be90c989-263d-4392-8c94-9c4caeb698bd.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),4e3e2b82-ddbb-4373-8396-83de346f156b,proteingenerator_tev_struct_4e3e2b82-ddbb-4373-8396-83de346f156b.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),05145c0a-8a99-4b8c-90a2-fa3029b02c26,proteingenerator_tev_struct_05145c0a-8a99-4b8c-90a2-fa3029b02c26.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),defcdcf2-1554-4635-a5bc-1b0f375907ab,proteingenerator_tev_struct_defcdcf2-1554-4635-a5bc-1b0f375907ab.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),e8e9b60b-1c0f-460b-92c2-864e429c95a7,proteingenerator_tev_struct_e8e9b60b-1c0f-460b-92c2-864e429c95a7.pdb
b6fc66c6-4b20-4903-9060-00980ba68ce4,50,2024-06-19 06:52:23.616367,protein_generator,all_atom_pdb_generation,"tev (monomer) scaffolding (structure) [--contigs 27,A28-33,13,A47-51,88,A140-152,15,A168-179,32,A212-221,16]",T4 GPU,12114.152750015259 Seconds,242.28305500030518 Seconds (inferred),c42c5d7a-995c-407c-995c-49c5bf43ee89,proteingenerator_tev_struct_c42c5d7a-995c-407c-995c-49c5bf43ee89.pdb
